Start (s),End (s),Scientific name,Common name,Confidence
0,3.0,Coccyzus americanus,Yellow-billed Cuckoo,0.6964
0,3.0,Sialia sialis,Eastern Bluebird,0.2205
0,3.0,Butorides virescens,Green Heron,0.1096
0,3.0,Sphyrapicus varius,Yellow-bellied Sapsucker,0.1062
