Start (s),End (s),Scientific name,Common name,Confidence
0,3.0,Coccyzus americanus,Yellow-billed Cuckoo,0.5966
0,3.0,Certhia americana,Brown Creeper,0.2288
3.0,6.0,Regulus satrapa,Golden-crowned Kinglet,0.1390
