Start (s),End (s),Scientific name,Common name,Confidence
0,3.0,Coccyzus americanus,Yellow-billed Cuckoo,0.3472
0,3.0,Zonotrichia albicollis,White-throated Sparrow,0.3368
3.0,6.0,Melospiza georgiana,Swamp Sparrow,0.3156
