Start (s),End (s),Scientific name,Common name,Confidence
0,3.0,Tringa solitaria,Solitary Sandpiper,0.4449
0,3.0,Zenaida macroura,Mourning Dove,0.1466
3.0,6.0,Zenaida macroura,Mourning Dove,0.3095
3.0,6.0,Tringa solitaria,Solitary Sandpiper,0.1571
