Start (s),End (s),Scientific name,Common name,Confidence
0,3.0,Zenaida macroura,Mourning Dove,0.2716
0,3.0,Melospiza georgiana,Swamp Sparrow,0.1677
3.0,6.0,Zonotrichia albicollis,White-throated Sparrow,0.1568
3.0,6.0,Zenaida macroura,Mourning Dove,0.1321
