sound.files,start,end,species,bottom.freq,top.freq,relative.amp,dist,distance_m,relative_dir,TA,vol
9_25W_EWP_75.mp3,0,20,EWP,4.155357143,4.255357143,0.037558915,25W,25,W,T,75
9_25W_YBC_100.mp3,0,20,YBC,1.652873563,1.752873563,0.036747087,25W,25,W,T,100
9_25W_YBC_75.mp3,0,20,YBC,1.652873563,1.752873563,0.023044335,25W,25,W,T,75
manually_input,0,20,BG,NA,NA,0,100N,100,N,T,75
manually_input,0,20,EWP,NA,NA,0,100N,100,N,T,75
manually_input,0,20,CW5,NA,NA,0,100N,100,N,T,50
manually_input,0,20,YBC,NA,NA,0,100N,100,N,T,75
manually_input,0,20,AF,NA,NA,NA,50N,50,N,T,100
manually_input,0,20,EWP,NA,NA,NA,50N,50,N,T,75
manually_input,0,20,CW3,NA,NA,NA,50N,50,N,T,100
manually_input,0,20,CW5,NA,NA,NA,50N,50,N,T,50
manually_input,0,20,BG,NA,NA,0,100S,100,S,T,75
manually_input,0,20,YBC,NA,NA,0,100S,100,S,T,75
manually_input,0,20,BG,NA,NA,NA,75S,75,S,T,75
manually_input,0,20,YBC,NA,NA,NA,75S,75,S,T,75
manually_input,0,20,BG,NA,NA,0,100S,100,S,T,75
manually_input,0,20,EWP,NA,NA,0,100S,100,S,T,75
manually_input,0,20,CW3,NA,NA,NA,100S,100,S,T,75
manually_input,0,20,CW5,NA,NA,NA,100S,100,S,T,50
manually_input,0,20,YBC,NA,NA,0,100S,100,S,T,75
manually_input,0,20,BG,NA,NA,0,75N,75,N,A,100
manually_input,0,20,BG,NA,NA,0,75N,75,N,A,75
manually_input,0,20,EWP,NA,NA,0,75N,75,N,A,75
manually_input,0,20,CW1,NA,NA,NA,75N,75,N,A,75
manually_input,0,20,CW5,NA,NA,0,75N,75,N,A,50
manually_input,0,20,YBC,NA,NA,0,75N,75,N,A,75
manually_input,0,20,BG,NA,NA,0,50S,50,S,A,75
manually_input,0,20,EWP,NA,NA,0,50S,50,S,A,100
manually_input,0,20,EWP,NA,NA,0,50S,50,S,A,75
manually_input,0,20,CW5,NA,NA,0,50S,50,S,A,50
manually_input,0,20,YBC,NA,NA,0,50S,50,S,A,75
manually_input,0,20,BG,NA,NA,0,75S,75,S,A,75
manually_input,0,20,AF,NA,NA,0,75S,75,S,A,75
manually_input,0,20,EWP,NA,NA,0,75S,75,S,A,100
manually_input,0,20,EWP,NA,NA,0,75S,75,S,A,75
manually_input,0,20,CW1,NA,NA,0,75S,75,S,A,75
manually_input,0,20,CW3,NA,NA,0,75S,75,S,A,75
manually_input,0,20,CW5,NA,NA,0,75S,75,S,A,50
manually_input,0,20,YBC,NA,NA,0,75S,75,S,A,75
